"Position","Name","Type","Signal","Label"
"AB2","PG4","I/O","",""
"AB3","PA0","I/O","",""
"AB4","PH2","I/O","",""
"AB5","PC0","I/O","",""
"AB6","PB0","I/O","",""
"AB7","PC5","I/O","",""
"AB8","PA7","I/O","",""
"AB9","PG8","I/O","",""
"AB10","PB8","I/O","",""
"AB11","PG10","I/O","",""
"AB12","PF7","I/O","",""
"AB13","BYPASS_REG1V8","MonoIO","",""
"AB14","VDDA1V8_REG","Power","",""
"AB15","VDDA1V1_REG","Power","",""
"AB16","USB_DM2","MonoIO","",""
"AB17","USB_DM1","MonoIO","",""
"AB18","USB_RREF","MonoIO","",""
"AB19","PA12","I/O","",""
"AB20","DDR_DQ27","MonoIO","",""
"AB21","DDR_DQ26","MonoIO","",""
"AB22","DDR_DQS3P","MonoIO","",""
"AB23","DDR_DQS3N","MonoIO","",""
"AC1","VSS","Power","",""
"AC2","PG0","I/O","",""
"AC3","PA2","I/O","",""
"AC4","PF14","I/O","",""
"AC5","PB12","I/O","",""
"AC7","PC4","I/O","",""
"AC8","PA6","I/O","",""
"AC10","PD11","I/O","",""
"AC11","PF8","I/O","",""
"AC13","PE8","I/O","",""
"AC14","PG7","I/O","",""
"AC16","USB_DP2","MonoIO","",""
"AC17","USB_DP1","MonoIO","",""
"AC19","OTG_VBUS","MonoIO","",""
"AC20","DDR_VREF","MonoIO","",""
"AC21","DDR_DQ29","MonoIO","",""
"AC22","DDR_DQ28","MonoIO","",""
"AC23","VSS","Power","",""
"1A2","VDDCORE","Power","",""
"1A3","VSS","Power","",""
"1A4","VDDCORE","Power","",""
"1A5","VSS","Power","",""
"1A6","VDDCORE","Power","",""
"1A7","VSS","Power","",""
"1A8","VDDQ_DDR","Power","",""
"1B1","VDDCORE","Power","",""
"1B2","VSS","Power","",""
"1B3","VDDCORE","Power","",""
"1B4","VSS","Power","",""
"1B5","VDDCORE","Power","",""
"1B6","VSS","Power","",""
"1B7","VDDQ_DDR","Power","",""
"1B8","VSS","Power","",""
"1B9","VDDQ_DDR","Power","",""
"1C1","VSS","Power","",""
"1C2","VDDCORE","Power","",""
"1C3","VSS","Power","",""
"1C4","VDDCORE","Power","",""
"1C5","VSS","Power","",""
"1C6","VDDCORE","Power","",""
"1C7","VSS","Power","",""
"1C8","VDDQ_DDR","Power","",""
"1C9","VSS","Power","",""
"1D1","VDDCORE","Power","",""
"1D2","VSS","Power","",""
"1D3","VDDCORE","Power","",""
"1D4","VSS","Power","",""
"1D5","VDDCORE","Power","",""
"1D6","VSS","Power","",""
"1D7","VDDCORE","Power","",""
"1D8","VSS","Power","",""
"1D9","VDDQ_DDR","Power","",""
"1E1","VSS","Power","",""
"1E2","VDDCORE","Power","",""
"1E3","VSS","Power","",""
"1E4","VDDCORE","Power","",""
"1E5","VSS","Power","",""
"1E6","VDDCORE","Power","",""
"1E7","VSS","Power","",""
"1E8","VDDQ_DDR","Power","",""
"1E9","VSS","Power","",""
"1F1","VBAT","Power","",""
"1F2","VSS","Power","",""
"1F3","VDD","Power","",""
"1F4","VSS","Power","",""
"1F5","VDDCORE","Power","",""
"1F6","VSS","Power","",""
"1F7","VDDCORE","Power","",""
"1F8","VSS","Power","",""
"1F9","VDDQ_DDR","Power","",""
"1G1","VSS_ANA","Power","",""
"1G2","VDD_ANA","Power","",""
"1G3","VSS","Power","",""
"1G4","VDD","Power","",""
"1G5","VSS","Power","",""
"1G6","VDDCORE","Power","",""
"1G7","VSS","Power","",""
"1G8","VDDQ_DDR","Power","",""
"1G9","VSS","Power","",""
"1H1","VDDA","Power","",""
"1H2","VSSA","Power","",""
"1H3","VDD","Power","",""
"1H4","VSS","Power","",""
"1H5","VDD","Power","",""
"1H6","VSS","Power","",""
"1H7","VDDCORE","Power","",""
"1H8","VSS","Power","",""
"1H9","VDDQ_DDR","Power","",""
"1J2","VDD","Power","",""
"1J3","VSS","Power","",""
"1J4","VDD","Power","",""
"1J5","VSS","Power","",""
"1J6","VDD","Power","",""
"1J7","VSS","Power","",""
"1J8","VDDQ_DDR","Power","",""
